0.000000e0;-1.555276e1;5.589096e0;1.951482e0;3.222215e0
1.000000e-2;-1.498701e1;5.617211e0;1.928326e0;3.224005e0
2.000000e-2;-1.438012e1;5.652807e0;1.904326e0;3.228966e0
3.000000e-2;-1.377635e1;5.688796e0;1.868106e0;3.228925e0
4.000000e-2;-1.320441e1;5.709516e0;1.844472e0;3.228492e0
5.000000e-2;-1.262073e1;5.758765e0;1.822501e0;3.229734e0
6.000000e-2;-1.200259e1;5.789830e0;1.802673e0;3.239342e0
7.000000e-2;-1.144951e1;5.812111e0;1.772047e0;3.238630e0
8.000000e-2;-1.082227e1;5.869665e0;1.749795e0;3.239278e0
9.000000e-2;-1.024902e1;5.883902e0;1.725864e0;3.239131e0
1.000000e-1;-9.664609e0;5.928500e0;1.709553e0;3.247635e0
1.100000e-1;-9.079277e0;5.963255e0;1.683056e0;3.245844e0
1.200000e-1;-8.468067e0;5.986757e0;1.659087e0;3.246591e0
1.300000e-1;-7.916589e0;6.043305e0;1.636246e0;3.244720e0
1.400000e-1;-7.317756e0;6.056255e0;1.617108e0;3.252524e0
1.500000e-1;-6.733307e0;6.101125e0;1.588190e0;3.252250e0
1.600000e-1;-6.168757e0;6.137245e0;1.566891e0;3.250968e0
1.700000e-1;-5.549970e0;6.157432e0;1.545409e0;3.248419e0
1.800000e-1;-5.134075e0;6.235214e0;1.640621e0;3.213041e0
1.900000e-1;-5.009567e0;6.430864e0;2.144646e0;3.048406e0
2.000000e-1;-4.914220e0;6.625359e0;2.626717e0;2.885677e0
2.100000e-1;-4.810229e0;6.826407e0;3.104653e0;2.690393e0
2.200000e-1;-4.694227e0;7.029157e0;3.588801e0;2.521645e0
2.300000e-1;-4.574050e0;7.229074e0;4.010408e0;2.366708e0
2.400000e-1;-4.459225e0;7.425905e0;4.498860e0;2.208705e0
2.500000e-1;-4.362869e0;7.613833e0;4.977514e0;2.038689e0
2.600000e-1;-4.252239e0;7.806154e0;5.460183e0;1.859690e0
2.700000e-1;-4.141498e0;8.013876e0;5.952985e0;1.695832e0
2.800000e-1;-4.028189e0;8.213509e0;6.431586e0;1.524940e0
2.900000e-1;-3.906641e0;8.418631e0;6.903231e0;1.332960e0
3.000000e-1;-3.806548e0;8.606230e0;7.392107e0;1.163690e0
3.100000e-1;-3.709756e0;8.798503e0;7.871647e0;9.975462e-1
3.200000e-1;-3.593043e0;8.998230e0;8.281342e0;8.301737e-1
3.300000e-1;-3.485602e0;9.198492e0;8.765099e0;6.726926e-1
3.400000e-1;-3.382046e0;9.398181e0;9.244967e0;5.122368e-1
3.500000e-1;-3.265204e0;9.599566e0;9.711004e0;3.464028e-1
3.600000e-1;-3.164086e0;9.787263e0;1.017936e1;1.472504e-1
3.700000e-1;-3.049666e0;9.982230e0;1.066381e1;-1.806950e-2
3.800000e-1;-2.948013e0;1.018014e1;1.108995e1;-1.758876e-1
3.900000e-1;-2.843247e0;1.038322e1;1.157040e1;-3.337589e-1
4.000000e-1;-2.743373e0;1.059562e1;1.204370e1;-4.927284e-1
4.100000e-1;-2.634556e0;1.077452e1;1.251128e1;-6.614597e-1
4.200000e-1;-2.506570e0;1.096232e1;1.297632e1;-8.296323e-1
4.300000e-1;-2.408513e0;1.116153e1;1.339942e1;-9.920655e-1
4.400000e-1;-2.299705e0;1.135482e1;1.387144e1;-1.146800e0
4.500000e-1;-2.202525e0;1.155978e1;1.433273e1;-1.314153e0
4.600000e-1;-2.106223e0;1.176590e1;1.479617e1;-1.497823e0
4.700000e-1;-1.992500e0;1.195206e1;1.527871e1;-1.667022e0
4.800000e-1;-1.868758e0;1.214148e1;1.575572e1;-1.831082e0
4.900000e-1;-1.763534e0;1.233756e1;1.618162e1;-1.995797e0
5.000000e-1;-1.660034e0;1.253121e1;1.665872e1;-2.150143e0
5.100000e-1;-1.563724e0;1.273485e1;1.712570e1;-2.308396e0
5.200000e-1;-1.465270e0;1.293502e1;1.758557e1;-2.475083e0
5.300000e-1;-1.358662e0;1.312318e1;1.804543e1;-2.649188e0
5.400000e-1;-1.248559e0;1.331765e1;1.847785e1;-2.804567e0
5.500000e-1;-1.120021e0;1.350607e1;1.894429e1;-2.966790e0
5.600000e-1;-1.023648e0;1.370292e1;1.940728e1;-3.124516e0
5.700000e-1;-9.278976e-1;1.390467e1;1.986753e1;-3.293637e0
5.800000e-1;-8.301627e-1;1.410244e1;2.032610e1;-3.458778e0
5.900000e-1;-7.274114e-1;1.428918e1;2.075279e1;-3.621118e0
6.000000e-1;-6.232754e-1;1.448946e1;2.121201e1;-3.781316e0
6.100000e-1;-5.029771e-1;1.467831e1;2.167065e1;-3.942493e0
6.200000e-1;-3.892895e-1;1.487027e1;2.213123e1;-4.115627e0
6.300000e-1;-2.938936e-1;1.506740e1;2.258530e1;-4.270496e0
6.400000e-1;-1.996949e-1;1.526293e1;2.302074e1;-4.439027e0
6.500000e-1;-9.983400e-2;1.545742e1;2.348281e1;-4.591674e0
6.600000e-1;5.490064e-3;1.565167e1;2.393899e1;-4.759844e0
6.700000e-1;1.117709e-1;1.584416e1;2.439093e1;-4.919481e0
6.800000e-1;2.180042e-1;1.603650e1;2.482935e1;-5.082296e0
6.900000e-1;3.426204e-1;1.623706e1;2.528810e1;-5.237357e0
7.000000e-1;4.351651e-1;1.642605e1;2.574607e1;-5.399292e0
7.100000e-1;5.318373e-1;1.661327e1;2.619396e1;-5.565235e0
7.200000e-1;6.292366e-1;1.680881e1;2.665203e1;-5.724085e0
7.300000e-1;7.303609e-1;1.699676e1;2.709013e1;-5.892666e0
7.400000e-1;8.348064e-1;1.718751e1;2.754837e1;-6.053387e0
7.500000e-1;9.472205e-1;1.738082e1;2.799852e1;-6.210159e0
7.600000e-1;1.053026e0;1.757528e1;2.845027e1;-6.374440e0
7.700000e-1;1.163451e0;1.777477e1;2.889243e1;-6.531302e0
7.800000e-1;1.257657e0;1.796103e1;2.934392e1;-6.684783e0
7.900000e-1;1.355313e0;1.814739e1;2.979798e1;-6.848406e0
8.000000e-1;1.452084e0;1.833084e1;3.024621e1;-7.013063e0
8.100000e-1;1.558610e0;1.852444e1;3.070757e1;-7.172458e0
8.200000e-1;1.666468e0;1.871508e1;3.113566e1;-7.341252e0
8.300000e-1;1.771904e0;1.890301e1;3.159569e1;-7.494550e0
8.400000e-1;1.876839e0;1.909338e1;3.204404e1;-7.657869e0
8.500000e-1;1.973088e0;1.928557e1;3.248138e1;-7.804752e0
